"","eventid","iyear","imonth","iday","nkill","nwound","country_txt","gname","gsubname","gname2","gsubname2"
"1657",201410080010,2014,10,8,6,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"1658",201410080011,2014,10,8,6,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"1659",201410080012,2014,10,8,5,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"1660",201410090001,2014,10,9,13,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1661",201410090004,2014,10,9,21,15,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1662",201410090005,2014,10,9,46,150,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1663",201410110001,2014,10,11,2,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1664",201410110014,2014,10,11,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1665",201410150064,2014,10,15,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1666",201410150065,2014,10,15,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1667",201410150066,2014,10,15,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1668",201410150067,2014,10,15,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1669",201410150068,2014,10,15,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1670",201410160017,2014,10,16,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1671",201410160018,2014,10,16,2,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1672",201410160019,2014,10,16,2,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1673",201410160020,2014,10,16,1,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1674",201410160021,2014,10,16,3,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1675",201410180002,2014,10,18,4,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1676",201410200007,2014,10,20,11,15,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1677",201410200008,2014,10,20,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1678",201410210028,2014,10,21,1,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1679",201410210029,2014,10,21,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1680",201410210030,2014,10,21,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1681",201410220051,2014,10,22,3,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1682",201410270019,2014,10,27,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1683",201410290001,2014,10,29,0,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1684",201410300042,2014,10,30,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1685",201410310007,2014,10,30,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1686",201411010001,2014,11,1,16,10,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1687",201411050022,2014,11,5,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1688",201411080045,2014,11,8,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1689",201411110009,2014,11,11,3,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1690",201411250024,2014,11,25,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1691",201411260028,2014,11,26,5,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1692",201411300010,2014,11,29,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1693",201412010024,2014,12,1,4,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1694",201412010045,2014,12,1,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1695",201412010074,2014,12,1,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1696",201412030012,2014,12,3,4,17,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1697",201412030027,2014,12,3,1,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1698",201412060014,2014,12,6,2,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1699",201412070011,2014,12,7,1,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1700",201412080009,2014,12,8,2,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1701",201412080079,2014,12,8,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1702",201412080080,2014,12,8,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1703",201412080081,2014,12,8,0,8,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1704",201412080082,2014,12,8,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1705",201412080083,2014,12,8,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1706",201412080084,2014,12,8,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1707",201412090004,2014,12,9,7,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1708",201412110013,2014,12,11,0,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1709",201412120007,2014,12,12,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1710",201412140020,2014,12,14,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1711",201412160009,2014,12,16,11,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1712",201412160010,2014,12,16,16,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1713",201412170005,2014,12,17,3,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1714",201412180043,2014,12,18,5,8,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1715",201412180044,2014,12,18,4,7,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1716",201412190030,2014,12,19,3,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1717",201412210023,2014,12,20,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1718",201412220044,2014,12,22,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1719",201412230001,2014,12,23,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1720",201412230002,2014,12,23,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1721",201412230003,2014,12,23,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1722",201412230004,2014,12,23,1,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1723",201412230043,2014,12,23,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1724",201412270022,2014,12,27,2,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1725",201412280001,2014,12,28,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1726",201412290018,2014,12,29,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1727",201412290019,2014,12,29,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1728",201412290026,2014,12,29,2,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1729",201412300018,2014,12,30,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1730",201412310037,2014,12,31,50,70,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1731",201412310103,2014,12,30,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1732",201412310104,2014,12,30,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1733",201501010071,2015,1,1,4,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1734",201501010077,2015,1,1,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1735",201501020079,2015,1,2,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1736",201501030043,2015,1,3,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1737",201501030089,2015,1,3,0,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1738",201501030091,2015,1,3,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1739",201501040011,2015,1,4,4,25,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1740",201501040012,2015,1,4,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1741",201501040044,2015,1,4,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1742",201501050041,2015,1,5,11,9,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1743",201501050047,2015,1,5,0,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1744",201501060006,2015,1,6,5,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1745",201501070001,2015,1,7,12,12,"France","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1746",201501070004,2015,1,7,38,66,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1747",201501080035,2015,1,8,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1748",201501100068,2015,1,10,0,0,"Pakistan","Al-Qaida in the Indian Subcontinent",NA,NA,NA
"1749",201501110046,2015,1,11,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1750",201501110047,2015,1,11,0,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1751",201501120011,2015,1,12,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1752",201501130021,2015,1,13,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1753",201501180022,2015,1,18,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1754",201501200024,2015,1,20,5,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1755",201501260008,2015,1,26,3,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1756",201501260009,2015,1,26,1,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1757",201501270051,2015,1,27,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1758",201501280019,2015,1,28,7,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1759",201501290065,2015,1,28,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1760",201501300025,2015,1,30,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1761",201501300030,2015,1,30,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1762",201501310003,2015,1,31,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1763",201502010040,2015,2,1,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1764",201502010041,2015,2,1,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1765",201502010042,2015,2,1,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1766",201502010136,2015,2,1,5,12,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1767",201502020096,2015,2,2,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1768",201502030035,2015,2,3,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1769",201502030049,2015,2,3,2,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1770",201502040028,2015,2,4,6,12,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1771",201502060098,2015,2,6,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1772",201502070051,2015,2,7,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1773",201502100102,2015,2,10,0,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1774",201502120005,2015,2,12,8,7,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1775",201502120104,2015,2,12,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1776",201502130004,2015,2,13,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1777",201502130005,2015,2,13,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1778",201502130072,2015,2,13,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1779",201502140002,2015,2,14,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1780",201502160011,2015,2,16,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1781",201502170001,2015,2,17,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1782",201502170016,2015,2,17,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1783",201502180013,2015,2,18,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia","Southern Mobility Movement (Yemen)",NA
"1784",201502200017,2015,2,20,0,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1785",201502240026,2015,2,24,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1786",201502240027,2015,2,24,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1787",201502260045,2015,2,26,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1788",201502270018,2015,2,26,4,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1789",201503030042,2015,3,4,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1790",201503030043,2015,3,3,3,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1791",201503030044,2015,3,3,8,12,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1792",201503030047,2015,3,3,9,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1793",201503050020,2015,3,5,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1794",201503080013,2015,3,8,3,11,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,"Tuareg extremists",NA
"1795",201503080084,2015,3,8,9,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1796",201503090033,2015,3,9,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1797",201503090060,2015,3,9,4,24,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1798",201503090061,2015,3,9,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1799",201503100024,2015,3,10,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1800",201503100079,2015,3,10,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1801",201503110063,2015,3,11,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1802",201503120028,2015,3,12,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1803",201503150018,2015,3,15,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1804",201503170065,2015,3,17,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1805",201503180032,2015,3,18,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1806",201503190023,2015,3,18,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1807",201503210061,2015,3,21,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1808",201503220028,2015,3,22,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1809",201504010043,2015,4,1,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,"Supporters of Abd Rabbuh Mansur Hadi",NA
"1810",201504010044,2015,4,1,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,"Supporters of Abd Rabbuh Mansur Hadi",NA
"1811",201504020006,2015,4,2,7,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1812",201504030014,2015,4,3,5,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1813",201504030015,2015,4,2,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1814",201504030016,2015,4,2,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1815",201504030017,2015,4,2,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1816",201504030018,2015,4,2,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1817",201504050041,2015,4,5,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1818",201504060033,2015,4,6,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1819",201504070052,2015,4,7,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1820",201504070053,2015,4,7,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1821",201504080046,2015,4,8,15,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1822",201504080050,2015,4,8,8,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,"Supporters of Abd Rabbuh Mansur Hadi",NA
"1823",201504090063,2015,4,9,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,"Sanaa Province of the Islamic State",NA
"1824",201504120092,2015,4,12,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1825",201504130086,2015,4,13,15,10,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1826",201504160075,2015,4,16,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1827",201504190050,2015,4,19,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1828",201504290025,2015,4,29,20,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,"Houthi extremists (Ansar Allah)",NA
"1829",201504290040,2015,4,29,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1830",201505010065,2015,5,1,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1831",201505030121,2015,5,1,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1832",201505100068,2015,5,10,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1833",201505120033,2015,5,12,4,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1834",201505120071,2015,5,12,1,0,"Bangladesh","Al-Qaida in the Indian Subcontinent",NA,NA,NA
"1835",201505150047,2015,5,15,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1836",201505250123,2015,5,25,0,0,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1837",201505280068,2015,5,28,0,3,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1838",201505300061,2015,5,30,12,8,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1839",201505300078,2015,5,30,8,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1840",201505300091,2015,5,29,0,0,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1841",201506040008,2015,6,4,1,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1842",201506100068,2015,6,10,15,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"1843",201506110039,2015,6,11,25,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1844",201506170030,2015,6,17,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1845",201506210023,2015,6,21,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,"Al-Islah Party",NA
"1846",201506230012,2015,6,23,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1847",201506230013,2015,6,23,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1848",201506300051,2015,6,30,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1849",201507020059,2015,7,2,6,5,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,"Ansar al-Dine (Mali)",NA
"1850",201507060043,2015,7,6,0,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1851",201507180002,2015,7,18,10,NA,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1852",201507260002,2015,7,26,0,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)","Al-Malahem Battalion",NA,NA
"1853",201507310026,2015,7,31,8,30,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1854",201507310028,2015,7,31,0,8,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1855",201508010020,2015,8,1,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1856",201508010065,2015,8,1,2,4,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,"Macina Liberation Front (FLM)",NA
"1857",201508030029,2015,8,3,11,1,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,"Ansar al-Dine (Mali)",NA
"1858",201508060106,2015,8,6,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1859",201508060108,2015,8,6,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1860",201508070060,2015,8,7,1,0,"Bangladesh","Al-Qaida in the Indian Subcontinent","Ansar al-Islam","Ansarullah Bangla Team",NA
"1861",201508170001,2015,8,18,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1862",201508200001,2015,8,20,4,10,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1863",201508220029,2015,8,22,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1864",201508250001,2015,8,25,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1865",201508260003,2015,8,26,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1866",201508260014,2015,8,25,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1867",201508270004,2015,8,27,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1868",201508300003,2015,8,30,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1869",201508300092,2015,8,30,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1870",201509010052,2015,9,1,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1871",201509170042,2015,9,17,9,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1872",201509170045,2015,9,17,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1873",201509180041,2015,9,18,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1874",201510140049,2015,10,14,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1875",201510160051,2015,10,16,12,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1876",201510160052,2015,10,16,3,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1877",201510220032,2015,10,22,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1878",201510250030,2015,10,25,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1879",201510250031,2015,10,25,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1880",201510310026,2015,10,31,1,0,"Bangladesh","Al-Qaida in the Indian Subcontinent","Ansar al-Islam","Ansarullah Bangla Team",NA
