"","eventid","iyear","imonth","iday","nkill","nwound","country_txt","gname","gsubname","gname2","gsubname2"
"1138",201211130010,2012,11,13,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1139",201211140007,2012,11,14,5,16,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1140",201211160003,2012,11,16,5,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1141",201211200020,2012,11,20,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1142",201211240004,2012,11,24,3,9,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1143",201211250006,2012,11,25,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1144",201211280007,2012,11,28,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1145",201211290006,2012,11,29,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1146",201212020012,2012,12,2,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1147",201212030020,2012,12,3,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1148",201212080045,2012,12,8,8,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1149",201212090022,2012,12,9,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1150",201212100018,2012,12,10,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1151",201212110001,2012,12,11,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1152",201212120028,2012,12,12,0,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1153",201212140001,2012,12,14,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1154",201212160015,2012,12,16,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1155",201212170007,2012,12,17,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1156",201212210007,2012,12,21,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1157",201212290002,2012,12,29,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1158",201212310003,2012,12,31,3,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1159",201212310004,2012,12,31,2,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1160",201212310005,2012,12,31,2,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1161",201212310006,2012,12,31,2,17,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1162",201212310007,2012,12,31,5,16,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1163",201212310008,2012,12,31,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1164",201212310009,2012,12,31,1,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1165",201212310010,2012,12,31,1,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1166",201212310011,2012,12,31,4,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1167",201212310012,2012,12,31,5,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1168",201212310014,2012,12,31,0,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1169",201212310015,2012,12,31,2,16,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1170",201212310016,2012,12,31,4,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1171",201212310017,2012,12,31,2,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1172",201212310018,2012,12,31,0,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1173",201212310019,2012,12,31,0,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1174",201212310024,2012,12,31,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1175",201212310025,2012,12,31,3,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1176",201212310027,2012,12,31,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1177",201301030011,2013,1,3,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1178",201301040026,2013,1,4,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1179",201301080033,2013,1,8,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1180",201301100006,2013,1,10,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1181",201301150001,2013,1,15,4,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1182",201301150002,2013,1,15,2,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1183",201301150018,2013,1,15,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1184",201301160009,2013,1,16,0,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1185",201301160010,2013,1,16,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1186",201301160012,2013,1,16,18,90,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1187",201301160013,2013,1,16,3,28,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1188",201301160014,2013,1,16,5,40,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1189",201301160015,2013,1,16,3,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1190",201301160016,2013,1,16,2,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1191",201301160017,2013,1,16,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1192",201301160018,2013,1,16,0,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1193",201301160019,2013,1,16,2,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1194",201301160020,2013,1,16,NA,NA,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1195",201301160021,2013,1,16,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1196",201301160025,2013,1,16,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1197",201301160026,2013,1,16,1,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1198",201301160027,2013,1,16,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1199",201301170007,2013,1,17,6,36,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1200",201301170008,2013,1,17,5,36,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1201",201301170009,2013,1,17,1,16,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1202",201301170010,2013,1,17,5,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1203",201301170011,2013,1,17,2,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1204",201301170012,2013,1,17,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1205",201301170013,2013,1,17,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1206",201301170014,2013,1,17,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1207",201301170015,2013,1,17,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1208",201301170016,2013,1,17,3,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1209",201301170017,2013,1,17,3,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1210",201301170018,2013,1,17,2,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1211",201301170021,2013,1,17,NA,NA,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1212",201301170035,2013,1,17,0,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1213",201301230001,2013,1,23,43,75,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1214",201301230018,2013,1,23,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1215",201301250004,2013,1,25,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1216",201301270010,2013,1,27,2,7,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)","Katibate El Farouk",NA,NA
"1217",201301280001,2013,1,28,7,9,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1218",201301280002,2013,1,28,6,7,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1219",201301280003,2013,1,28,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1220",201301290016,2013,1,29,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1221",201302020033,2013,2,2,9,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1222",201302030002,2013,2,3,36,70,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1223",201302040014,2013,2,4,4,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1224",201302050004,2013,2,5,5,12,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1225",201302050008,2013,2,5,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1226",201302060024,2013,2,6,NA,NA,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1227",201302060025,2013,2,6,2,9,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1228",201302070020,2013,2,7,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"1229",201302100034,2013,2,10,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"1230",201302110035,2013,2,11,1,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1231",201302120025,2013,2,12,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"1232",201302130009,2013,2,13,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1233",201302160006,2013,2,16,4,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1234",201302170005,2013,2,17,4,11,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1235",201302170006,2013,2,17,4,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1236",201302170007,2013,2,17,4,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1237",201302170008,2013,2,17,4,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1238",201302170009,2013,2,17,4,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1239",201302170010,2013,2,17,4,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1240",201302170011,2013,2,17,4,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1241",201302170012,2013,2,17,3,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1242",201302170013,2013,2,17,3,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1243",201302170014,2013,2,17,3,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1244",201302230003,2013,2,23,3,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1245",201302240019,2013,2,24,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1246",201302260004,2013,2,26,4,15,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1247",201302260010,2013,2,26,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1248",201302280003,2013,2,28,10,30,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1249",201302280004,2013,2,28,9,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1250",201303010004,2013,3,1,5,50,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1251",201303040001,2013,3,4,6,12,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1252",201303040002,2013,3,4,57,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1253",201303040013,2013,3,4,13,15,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1254",201303040031,2013,3,4,13,16,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1255",201303070029,2013,3,7,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1256",201303100039,2013,3,9,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1257",201303140001,2013,3,14,8,13,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1258",201303140002,2013,3,14,8,13,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1259",201303140003,2013,3,14,8,12,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1260",201303140004,2013,3,14,8,12,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1261",201303140014,2013,3,14,2,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1262",201303150006,2013,3,15,9,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1263",201303190004,2013,3,19,4,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1264",201303190005,2013,3,19,7,21,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1265",201303190006,2013,3,19,6,15,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1266",201303190007,2013,3,19,2,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1267",201303190008,2013,3,19,3,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1268",201303190009,2013,3,19,2,11,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1269",201303190023,2013,3,19,4,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1270",201303190024,2013,3,19,3,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1271",201303190025,2013,3,19,5,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1272",201303190026,2013,3,19,2,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1273",201303190027,2013,3,19,4,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1274",201303190028,2013,3,19,0,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1275",201303190029,2013,3,19,5,27,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1276",201303190030,2013,3,19,5,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1277",201303190031,2013,3,19,1,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1278",201303190034,2013,3,19,0,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1279",201303190035,2013,3,19,1,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1280",201303190038,2013,3,19,6,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1281",201303190039,2013,3,19,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1282",201303190040,2013,3,19,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1283",201303200024,2013,3,20,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1284",201303200027,2013,3,19,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1285",201303220025,2013,3,22,NA,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1286",201303240027,2013,3,24,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1287",201303260002,2013,3,26,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1288",201303280036,2013,3,28,2,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1289",201303300007,2013,3,30,1,1,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1290",201303300032,2013,3,30,26,NA,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1291",201304010003,2013,4,1,3,NA,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1292",201304030018,2013,4,3,1,4,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1293",201304030019,2013,4,3,0,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1294",201304040011,2013,4,4,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1295",201304060010,2013,4,6,23,60,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1296",201304120002,2013,4,12,4,4,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,"Ansar al-Dine (Mali)",NA
"1297",201304130025,2013,4,13,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1298",201304180014,2013,4,18,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1299",201304200011,2013,4,20,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1300",201304220024,2013,4,22,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1301",201304230004,2013,4,23,0,3,"Libya","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1302",201304230020,2013,4,23,12,12,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1303",201304240015,2013,4,24,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1304",201304250027,2013,4,22,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1305",201304270009,2013,4,27,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1306",201304270010,2013,4,27,5,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1307",201304300016,2013,4,30,1,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1308",201304300018,2013,4,30,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1309",201305030032,2013,5,3,0,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1310",201305080023,2013,5,8,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"1311",201305090021,2013,5,9,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1312",201305180014,2013,5,17,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1313",201305240015,2013,5,24,5,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1314",201305250007,2013,5,25,2,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1315",201305260004,2013,5,26,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1316",201305270010,2013,5,27,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1317",201305270057,2013,5,27,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1318",201306010001,2013,6,1,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1319",201306020009,2013,6,2,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1320",201306020010,2013,6,2,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1321",201306040006,2013,6,4,1,1,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,"Ansar al-Dine (Mali)",NA
"1322",201306110016,2013,6,11,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1323",201307030031,2013,7,3,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1324",201307080023,2013,7,8,1,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1325",201307080064,2013,7,11,2,1,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1326",201307150023,2013,7,15,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"1327",201307150031,2013,7,15,0,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1328",201307200029,2013,7,19,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1329",201307210017,2013,7,21,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1330",201307210018,2013,7,21,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1331",201307230056,2013,7,23,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1332",201307260043,2013,7,26,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1333",201308010012,2013,8,1,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1334",201308040021,2013,8,4,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1335",201308070044,2013,8,7,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1336",201308070050,2013,8,7,4,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1337",201308090025,2013,8,9,4,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1338",201308110006,2013,8,11,5,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1339",201308210013,2013,8,21,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1340",201308230003,2013,8,23,3,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1341",201308240029,2013,8,24,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1342",201308250003,2013,8,25,6,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1343",201308290018,2013,8,29,0,8,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1344",201308310005,2013,8,31,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1345",201309010001,2013,9,1,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1346",201309030010,2013,9,3,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1347",201309030048,2013,9,3,5,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1348",201309050003,2013,9,5,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1349",201309060001,2013,9,6,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1350",201309060026,2013,9,6,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1351",201309090004,2013,9,9,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1352",201309090005,2013,9,9,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1353",201309090006,2013,9,9,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1354",201309090035,2013,9,9,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1355",201309090045,2013,9,9,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"1356",201309100003,2013,9,10,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1357",201309120003,2013,9,12,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1358",201309130003,2013,9,13,2,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1359",201309150023,2013,9,15,0,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1360",201309180036,2013,9,18,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1361",201309200006,2013,9,20,39,20,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1362",201309200007,2013,9,20,8,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1363",201309200008,2013,9,20,11,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1364",201309200009,2013,9,20,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1365",201309220031,2013,9,22,8,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1366",201309230002,2013,9,23,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1367",201309240008,2013,9,24,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1368",201309250008,2013,9,25,2,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1369",201309280001,2013,9,28,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1370",201309280007,2013,9,28,4,6,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"1371",201309290040,2013,9,29,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1372",201309300018,2013,9,30,5,9,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1373",201310020024,2013,10,2,4,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1374",201310060005,2013,10,6,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1375",201310060006,2013,10,6,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1376",201310070041,2013,10,7,4,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1377",201310090067,2013,10,9,2,1,"Pakistan","Al-Qaida in the Indian Subcontinent",NA,NA,NA
"1378",201310100019,2013,10,10,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1379",201310110013,2013,10,11,1,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1380",201310150027,2013,10,15,3,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1381",201310150030,2013,10,15,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1382",201310170035,2013,10,17,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1383",201310170036,2013,10,17,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1384",201310170037,2013,10,17,8,21,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1385",201310170038,2013,10,17,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1386",201310170039,2013,10,17,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1387",201310180008,2013,10,18,8,7,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1388",201310190003,2013,10,19,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
